"ITTER107","Territory","TIPO_DATO_CIS","Indicators","ATECO_2007","NACE 2007","CLLVT","Size classes of persons employed","TIME","Select time","Value","Flag Codes","Flags"
"ITF6","Calabria","COALL","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",80,,
"ITF6","Calabria","COALLP","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities (percentage of enterprises with innovative product / process activities)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",15.5,,
"ITG","Isole","POPU","total enterprises","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",8160,,
"ITG","Isole","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",3034,,
"ITG","Isole","POPIP","enterprises with innovation activities (percentage of on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",37.2,,
"ITG","Isole","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",2180,,
"ITG","Isole","PTCP","enterprises with product o process innovation activities (percentage on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",26.7,,
"ITG","Isole","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",2070,,
"ITG","Isole","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",25.3676470588235,,
"ITG","Isole","RALLX","innovation expenditure  (thousands of euro)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",436428,,
"ITG","Isole","RXEPPI","innovation expenditure per number of persons employed","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",5.4,,
"ITG","Isole","COALL","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",341,,
"ITG","Isole","COALLP","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities (percentage of enterprises with innovative product / process activities)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",15.6,,
"ITG1","Sicilia","POPU","total enterprises","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",5984,,
"ITG1","Sicilia","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",2220,,
"ITG1","Sicilia","POPIP","enterprises with innovation activities (percentage of on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",37.1,,
"ITG1","Sicilia","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",1655,,
"ITG1","Sicilia","PTCP","enterprises with product o process innovation activities (percentage on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",27.7,,
"ITG1","Sicilia","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",1584,,
"ITG1","Sicilia","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",26.4705882352941,,
"ITG1","Sicilia","RALLX","innovation expenditure  (thousands of euro)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",358769,,
"ITG1","Sicilia","RXEPPI","innovation expenditure per number of persons employed","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",6.5,,
"ITG1","Sicilia","COALL","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",289,,
"ITG1","Sicilia","COALLP","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities (percentage of enterprises with innovative product / process activities)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",17.5,,
"ITG2","Sardegna","POPU","total enterprises","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",2176,,
"ITG2","Sardegna","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",815,,
"ITG2","Sardegna","POPIP","enterprises with innovation activities (percentage of on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",37.5,,
"ITG2","Sardegna","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",525,,
"ITG2","Sardegna","PTCP","enterprises with product o process innovation activities (percentage on total enterprises)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",24.1,,
"ITG2","Sardegna","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",486,,
"ITG2","Sardegna","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",22.3345588235294,,
"ITG2","Sardegna","RALLX","innovation expenditure  (thousands of euro)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",77661,,
"ITG2","Sardegna","RXEPPI","innovation expenditure per number of persons employed","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",2.9,,
"ITG2","Sardegna","COALL","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",52,,
"ITG2","Sardegna","COALLP","enterprise with product o process innovation activities that had co-operation arrangements on innovation activities (percentage of enterprises with innovative product / process activities)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","2016","2016",9.9,,
