"ITTER107","Territory","TIPO_DATO_CIS","Indicators","ATECO_2007","NACE 2007","CLLVT","Size classes of persons employed","FORMA_INNOVAZ","Information on the innovative enterprises","TIME","Select time","Value","Flag Codes","Flags"
"ITE1","Toscana","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",27.8,,
"ITE1","Toscana","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",20.9,,
"ITE1","Toscana","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",51.3,,
"ITE1","Toscana","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",3891,,
"ITE1","Toscana","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",324,,
"ITE1","Toscana","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",92.3,,
"ITE1","Toscana","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",7.7,,
"ITE1","Toscana","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",1095,,
"ITE1","Toscana","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",1064,,
"ITE1","Toscana","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",1732,,
"ITE1","Toscana","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",28.1,,
"ITE1","Toscana","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",27.3,,
"ITE1","Toscana","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",44.5,,
"ITE2","Umbria","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",295,,
"ITE2","Umbria","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",246,,
"ITE2","Umbria","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",605,,
"ITE2","Umbria","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",25.7,,
"ITE2","Umbria","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",21.5,,
"ITE2","Umbria","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",52.8,,
"ITE2","Umbria","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",868,,
"ITE2","Umbria","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",32,,
"ITE2","Umbria","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",96.4,,
"ITE2","Umbria","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",3.6,,
"ITE2","Umbria","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",265,,
"ITE2","Umbria","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",203,,
"ITE2","Umbria","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",400,,
"ITE2","Umbria","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",30.5,,
"ITE2","Umbria","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",23.4,,
"ITE2","Umbria","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",46.1,,
"ITE3","Marche","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",686,,
"ITE3","Marche","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",366,,
"ITE3","Marche","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",1463,,
"ITE3","Marche","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",27.3,,
"ITE3","Marche","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",14.6,,
"ITE3","Marche","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",58.2,,
"ITE3","Marche","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",2069,,
"ITE3","Marche","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",80,,
"ITE3","Marche","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",96.3,,
"ITE3","Marche","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",3.7,,
"ITE3","Marche","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",544,,
"ITE3","Marche","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",467,,
"ITE3","Marche","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",1058,,
"ITE3","Marche","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",26.3,,
"ITE3","Marche","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",22.6,,
"ITE3","Marche","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",51.1,,
"ITE4","Lazio","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",1114,,
"ITE4","Lazio","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",1341,,
"ITE4","Lazio","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",2526,,
"ITE4","Lazio","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",22.4,,
"ITE4","Lazio","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",26.9,,
"ITE4","Lazio","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",50.7,,
"ITE4","Lazio","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",3348,,
"ITE4","Lazio","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",291,,
"ITE4","Lazio","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",92,,
"ITE4","Lazio","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",8,,
"ITE4","Lazio","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",710,,
"ITE4","Lazio","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",820,,
"ITE4","Lazio","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",1818,,
"ITE4","Lazio","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",21.2,,
"ITE4","Lazio","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",24.5,,
"ITE4","Lazio","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",54.3,,
"ITF","Sud","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",1706,,
"ITF","Sud","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",2993,,
"ITF","Sud","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",4913,,
"ITF","Sud","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",17.7,,
"ITF","Sud","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",31.1,,
"ITF","Sud","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",51.1,,
"ITF","Sud","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",6221,,
"ITF","Sud","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",398,,
"ITF","Sud","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",94,,
"ITF","Sud","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",6,,
"ITF","Sud","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",1339,,
"ITF","Sud","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",1539,,
"ITF","Sud","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",3343,,
"ITF","Sud","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",21.5,,
"ITF","Sud","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",24.7,,
"ITF","Sud","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",53.7,,
"ITF1","Abruzzo","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",298,,
"ITF1","Abruzzo","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",306,,
"ITF1","Abruzzo","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",653,,
"ITF1","Abruzzo","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",23.7,,
"ITF1","Abruzzo","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",24.3,,
"ITF1","Abruzzo","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",51.9,,
"ITF1","Abruzzo","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",900,,
"ITF1","Abruzzo","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",50,,
"ITF1","Abruzzo","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",94.7,,
"ITF1","Abruzzo","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",5.3,,
"ITF1","Abruzzo","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",196,,
"ITF1","Abruzzo","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",281,,
"ITF1","Abruzzo","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",423,,
"ITF1","Abruzzo","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",21.8,,
"ITF1","Abruzzo","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",31.2,,
"ITF1","Abruzzo","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",47,,
"ITF2","Molise","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",53,,
"ITF2","Molise","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",59,,
"ITF2","Molise","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",90,,
"ITF2","Molise","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",26.2,,
"ITF2","Molise","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",29.2,,
"ITF2","Molise","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",44.6,,
"ITF2","Molise","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",143,,
"ITF2","Molise","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",0,,
"ITF2","Molise","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",100,,
"ITF2","Molise","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",0,,
"ITF2","Molise","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",31,,
"ITF2","Molise","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",31,,
"ITF2","Molise","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",82,,
"ITF2","Molise","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",21.5,,
"ITF2","Molise","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",21.5,,
"ITF2","Molise","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",56.9,,
"ITF3","Campania","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",634,,
"ITF3","Campania","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",1532,,
"ITF3","Campania","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",2028,,
"ITF3","Campania","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",15.1,,
"ITF3","Campania","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",36.5,,
"ITF3","Campania","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",48.4,,
"ITF3","Campania","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",2536,,
"ITF3","Campania","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",126,,
"ITF3","Campania","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",95.3,,
"ITF3","Campania","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",4.7,,
