"TIPO_DATO_AVQ","Data type","MISURA_AVQ","Measure","SEXISTAT1","Gender","ETA1","Age class","TITOLO_STUDIO","Educational level","TIME","Select time","Value","Flag Codes","Flags"
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2005","2005",10.8,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2006","2006",15.3,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2007","2007",19.3,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2008","2008",21.9,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2009","2009",30,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2010","2010",36.9,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2011","2011",38.6,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2012","2012",40.7,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2013","2013",46.1,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2014","2014",50,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2015","2015",52.3,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2016","2016",55.4,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2017","2017",60.5,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2018","2018",64,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2019","2019",67.1,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2001","2001",4.3,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2002","2002",3.8,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2003","2003",4.7,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2005","2005",3.5,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2006","2006",3.2,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2007","2007",5.2,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2008","2008",2.7,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2009","2009",2,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2010","2010",1.5,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2011","2011",1.6,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2012","2012",1.4,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2013","2013",1,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2014","2014",1.1,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2015","2015",0.7,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2016","2016",0.6,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2017","2017",0.6,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2018","2018",0.6,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2019","2019",0.8,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2001","2001",23.2,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2002","2002",22.5,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2003","2003",23.1,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2005","2005",24.5,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2006","2006",24.2,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2007","2007",23.9,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2008","2008",26.8,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2009","2009",27.3,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2010","2010",27.7,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2011","2011",27.3,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2012","2012",26.4,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2013","2013",23.9,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2014","2014",22.1,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2015","2015",20.9,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2016","2016",20.3,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2017","2017",17.2,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2018","2018",16.6,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2019","2019",15.5,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2001","2001",53.6,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2002","2002",53.4,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2003","2003",50.8,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2005","2005",50.4,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2006","2006",46.6,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2007","2007",42.5,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2008","2008",40,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2009","2009",31,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2010","2010",26.3,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2011","2011",24.7,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2012","2012",24.9,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2013","2013",23,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2014","2014",21.2,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2015","2015",20.9,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2016","2016",18.7,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2017","2017",17.6,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2018","2018",15.6,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2019","2019",14.1,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2001","2001",1.7,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2002","2002",1.6,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2003","2003",2.3,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2005","2005",2.6,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2006","2006",3,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2007","2007",3.7,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2008","2008",4.5,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2009","2009",5.2,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2010","2010",7.3,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2011","2011",8.5,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2012","2012",10,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2013","2013",11.5,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2014","2014",13,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2015","2015",16,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2016","2016",18.2,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2017","2017",19.4,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2018","2018",25,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2019","2019",28.8,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2001","2001",0.2,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2002","2002",0.2,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2003","2003",0.4,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2005","2005",0.5,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2006","2006",0.4,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2007","2007",0.4,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2008","2008",0.6,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2009","2009",0.6,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2010","2010",0.8,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2011","2011",0.6,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2012","2012",0.9,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2013","2013",0.9,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2014","2014",1,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2015","2015",1.3,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2016","2016",1.1,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2017","2017",1.3,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2018","2018",1.5,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2019","2019",1.6,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2001","2001",7.7,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2002","2002",8,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2003","2003",9.4,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2005","2005",8.6,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2006","2006",7.7,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2007","2007",5.9,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2008","2008",6.5,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2009","2009",5.9,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2010","2010",4.8,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2011","2011",5.5,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2012","2012",4.8,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2013","2013",4,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2014","2014",3.6,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2015","2015",2.9,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2016","2016",2.4,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2017","2017",2.9,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2018","2018",2.4,,
"6_INT_QV_MESE","some times a month","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2019","2019",1.9,,
